,"color","latitude","longitude","name","phone","url","description","address","state","zip","city","couponOffer","logo","meta","area","type","category","hasShop","hasCoupon","expirationDate"
,"green",36.9856,-121.9891,"Phil's Auto Body","831-462-1593","www.philsautobodysc.com","Phil's Auto Body Repair and Refinishing  Computerized Frame Straightening  ICAR & ASE certified technicians  Diamond Certified Company  Lifetime limited warranty  Family owned and operated since 1993. Come in for a Free Estimate Today.","2750 Soquel Ave.  Ste F","CA",95062,"Santa Cruz",,,"auto  auto body  auto paint  auto repair  phil's  santa cruz  collision repair  free estimates  think local","Santa Cruz","Bronze","Auto","y","n",
,"gold",36.9846,-121.9773,"Physicians Medical Group of Santa Cruz County","(831) 465-7800","www.pmgscc.com","With over 300 providers  42 specialties  and 100 locations  PMG offers the largest network of independent Primary Care Physicians and Specialists in Santa Cruz County.","5200 Soquel Avenue","CA",95062,"Santa Cruz",,"logo_PhysiciansMedical.jpg","gold","Live Oak","Gold","Medical","y","n",
,"green",36.9760,-122.0269,"Plaza Lane Optometry","(831) 429-2020","www.plazalaneoptometry.com","Vision care for the entire family.","1537 Pacific Ave.  ","CA",95060,"Santa Cruz",,"logo_PlazaLane.jpg",,"Santa Cruz","Bronze","Optical","y","n",
,"green",36.9637,-121.9648,"Pleasure Pizza East Side Eatery","831-431-6058","pleasurepizza@gmail.com",,"800 41st ave","CA",95062,"Santa Cruz",,,,"Santa Cruz","Silver","Restaurants","y","n",
,"green",36.9719,-121.9893,"Portola Property Management  Inc.","831-475-1355","www.PortolaRentals.com","Portola Property Management  Inc. is an expert at all phases of management of residential properties within Santa Cruz County.  It's all we do.  24/7.  No Sales. Just Property Management.  Let us exceed your expectations. ","1210 Brommer St","CA",95062,"Santa Cruz",,,"residential property management santa cruz county no sales on call maintenance online accounting pet friendly properties","Santa Cruz","Bronze","Real Estate","y","n",
,"green",36.9744,-122.0277,"Pure Pleasure","831-466-9870","http://www.purepleasureshop.com","We feature high-quality  non-toxic adult toys  and offer an ongoing sex-education program to enhance sexual pleasure and well-being.  Pure Pleasure aims to promote sexual diversity  offering something for 'The Pleasure Inside Us All'.  ","204 Church Street","CA",95060,"Santa Cruz","$5.00 off with purchase of $50 or more. (Some exclusions apply. Must present coupon at time of purchase. Not combinable with any other offer. One coupon per person.)  ","logo_PurePleasure.jpg","sex  adult toys  vibrator  dildo  sex-ed  lelo  rabbit  lube  fun factory  we-vibe  harness  kink  bdsm","Santa Cruz","Bronze","Adult","y","y",12/24/16 12:00 AM
,"green",36.9670,-121.9003,"R.K. Rebele  Consultant Inc.","(831) 688-0733",,,"323 Kingsbury Dr.  ","CA",95003,"Aptos",,,,"Aptos / La Selva","Bronze","Community & Social Services","y","n",
,"gold",36.9886,-121.9824,"Radiology Medical Group of Santa Cruz County  Inc.","831-476-7711","rmgscc.com","Since 1938  RMG has been committed to putting patients first by providing local  affordable  high-quality radiological services  and excellent service to patients and the physicians who care for them.","1661 Soquel Dr. ","CA",95065,"Santa Cruz",,"logo_RadiologyMedical.png","radiology  radiologist  xray  x-ray  mri  imaging gold","Santa Cruz","Gold","Medical","y","n",
,"orange",36.9745,-122.0313,"Rain Dragon","831 234 9086",,"Rain Dragon advances recharge of over drafted ground water basins in the tri-County area through the cost-effective  nature-based  strategies of Green Infrastructure.","POB 1452","CA",95061,"Santa Cruz",,,"Green Infrastructure Ground Water Recharge Low Impact Development Storm Water Management Permeable Pavement Rain Gardens Bioswales ","Scotts Valley","Bronze","Consulting","n","n",
,"green",36.9356,-121.7740,"Rainbow Carpet One","(831) 728-3131","www.rainbowcarpetonesantacruz.com","Carpet One guarantees you the lowest price and the very best service including free estimates and Lifetime Guaranteed installations ? ","1923 Freedom Blvd.","CA",95019,"Freedom","Factory Direct Hardwood Flooring $500 OFF Purchase over 350 sf of installed hardwood and take an additional $500 OFF with this coupon 0% Free Financing For 12 months oac. Free Estimates - 234-3190",,,"Soquel","Silver","Home & Garden","y","y",02/28/15 12:00 AM
,"green",36.9725,-122.0281,"Rebecca Stark Photography",8313254183,"www.rebeccastarkphotography.com","Rebecca Stark specializes in event and portrait photography and is available for travel.","627 Center Street","CA",95060,"Santa Cruz",,"logo_RebeccaStarkPhoto.jpg","photographer  wedding photographer  wedding photography  portrait photographer  family portraits  Santa Cruz wedding photographer  Santa Cruz Portrait photographer  headshots  business portraits","Santa Cruz","Bronze","Photography","y","n",
,"green",36.9873,-121.9838,"Redo consign&redesign","831 439-9210","http://www.redoconsign.com","Redo consign & redesign is a 3600 square foot furniture consignment store that opened in 2006. We sell beautiful New  Used  Antique  and Vintage furniture  Lighting and Home Decor on consignment.  All in excellent condition.","1523 Commercial Way","CA",95065,"Santa Cruz",,,,"Santa Cruz","Bronze","Home & Garden","y","n",
,"gold",36.9738,-122.0214,"Riverside Lighting & Electric","831-423-7411",,"Family-owned and operated since 1954  Riverside Lighting & Electric serves the city of Santa Cruz and the greater Bay Area for all its lighting and electrical needs.","300 Soquel Ave.","CA",95062,"Santa Cruz","20% OFF ALL Decorative Outdoor Fixtures in Stock                              ","logo_RiversideLighting.JPG","gold","Santa Cruz","Gold","Home & Garden","y","y",10/25/12 12:00 AM
,"yellow",36.9815,-122.0166,"Rochelle Noroyan","831-469-7617",,,"22 Josefa Way","CA",95060,"Santa cruz",,,,"Aptos / La Selva","Community Supporter","Customer","n","n",
,"orange",36.8528,-121.6837,"Roger's Computer Service","831-588-9687",,"Mobile computer repair  home and small office networking  Broadband Internet setup and troubleshooting","16655 Charles Schell Ln.","CA",95076,"Watsonville",,,"Computer Repair Laptop Network Internet PC DSL Mobile","Aptos / La Selva","Bronze","Computers","n","n",
,"green",36.9298,-121.7920,"Roudon-Smith Winery","831-438-1244","www.roudonsmith.com","The Roudon-Smith Winery is dedicated to the production of exceptional wines from selected vineyards of the Santa Cruz Mountains and other regions of California.","18 Hangar Way Suite C","CA",95076,"Watsonville","Mention that you are a 'Think Local First' member and receive complimentary wine tasting for two plus 10% discount on any single bottle wine purchase or 20% discount on a whole/mixed case.",,,"Watsonville","Bronze","Wineries","y","y",01/01/16 12:00 AM
,"green",36.9812,-122.0313,"RR Jones",,,,"303 Potrero Street","CA",95060,"Santa Cruz",,,,"Santa Cruz","Community Supporter","Photography","y","n",
,"green",36.9809,-122.0292,"Rusty's Honda & Mazda Repair",8314589445,"rustyshondamazdarepair.com","Automotive repair  specializing in HONDA/ACURA  MAZDA and TOYOTA/LEXUS/SCION only Green Business  Clean Ocean Business (10Year)  ASE Certified Master technicians. Smog Inspection & Repair Mon-Fri 8:00-6:00 Serving Santa Cruz since 1986 ","318 River St","CA",95060,"Santa Cruz",,,,"Santa Cruz","Bronze","Auto","y","n",
,"green",36.9819,-121.9563,"Safe At Home Senior Care","831-462-3500","safeathomeseniorcare.com","In-Home Care for Seniors provided by professional caregivers. Meal prep  housekeeping  hygiene assistance  med reminders transport and companionship. Flexible schedules from 4 hours per visit to 24/7.","820 Bay Avenue","CA",95010,"Capitola",,,,"Capitola","Silver","Senior Services","y","n",
,"green",36.9780,-122.0138,"Saffron and Genevieve","831-462-4506","http://saffronandgenevieve.com/","Saffron and Genevieve offers a delightful mix of comfortable furnishings  non-fussy antiques and offbeat gifts. Shop owner/interior designer Scarlett Reed travels the country to hand pick only what she loves for the shop  and for you. Since 2005 ","910B Soquel Ave.","CA",95062,"Santa Cruz",,,"Timeless Organic Interior Design Gifts American fine English Antiques Industrial primitive bath books candles ceramics local art custom lighting furniture upholstery fabric children","Santa Cruz","Bronze","Home & Garden","y","n",
,"green",36.9809,-122.0292,"Sally Sherriff  L.Ac  CTOM  MTCM       LIcensed Acupuncturist  Herbalist and    Doctoral Candidate","831-818-5445","www.healthydragon.org","Traditional Asian Medicine: Japanese and Chinese Ancient Healing Wisdom to prevent  assess & treat conditions of body  mind & spirit.  Specializing in: Holistic Pediatrics  Stress & Pain Relief and Women's health.  ","320 River Street","CA",95060,"Santa Cruz",,,"acupuncture shoni shin tuina cupping moxabustion herbal medicine herbs holistic nutrition nutritional medicine","Santa Cruz","Bronze","Acupuncture","y","n",
,"green",36.9863,-122.0394,"Santa Cruz Ale Works","831-425-1182","www.santascruzaleworks.com","We are a micro brewery specializing in hand crafted ales and now featuring a craft bar and deli offering unique sandwiches made from locally sourced ingredients.","150 Dubois St. Ste.E","CA",95060,"santa cruz",,,"Brewery  deli  sandwich shop  pubs  micro-brewery  happy hour","Santa Cruz","Silver","Pubs","y","n",
,"green",36.9744,-122.0211,"Santa Cruz Answering Service","831-423-5560","www.santacruzanswering.com","Santa Cruz's only locally owned and operated twenty-four hours a day  seven days a week answering service. We are the best answer with the friendliest voices in town!","311 Soquel Avenue","CA",95062,"Santa Cruz","Missing Important Calls? Calls constantly interrupt your work? Need a receptionist but don't want to hire right now?  Give us a try for free! Mention that you saw us on Think Local First and we will set you up for a risk free  two week trial!  * New customers only; other restrictions may apply.",,"answering dispatch receptionist medical property management","Santa Cruz","Bronze","Business Services","y","y",11/01/12 12:00 AM
,"green",36.9764,-121.9649,"Santa Cruz Apparel","831-475-8360","www.santacruzapparel.com","We are an apparel store that sells t-shirts  sweat-shirts  socks  sandals  and skateboards. 90% of are innovatory comes from locally owned vendors. This is are seventh year in business. ","1855 41st Ave","CA",95010,"Capitola",,,"clothing  skateboards  sandals  Pleasure Point  Santa Cruz Skateboards  Creature  Independent","Capitola","Silver","Apparel","y","n",
,"orange",36.9744,-122.0314,"Santa Cruz Baroque Festival","831-457-9693","http://www.scbaroque.org","We present 5 annual concerts of early classical music. By balancing masterworks and innovative collaborations  local and touring artists  and experimenting with new ideas about old instruments  we offer our audience a musical journey through time.","P.O. Box 482","CA",95061,"Santa Cruz",,"logo_SantaCruzBaroque.JPG","classical baroque chamber music","Santa Cruz","Bronze","Music & Theater","n","n",
,"green",36.9757,-122.0173,"Santa Cruz Coin Exchange","831-426-1903","www.santacruzgold.biz","We buy & sell gold  silver  platinum bullion  gold and silver jewelry and silver tableware. Serving Santa Cruz with integrity since 1979.","555 Soquel Ave. #270","CA",95062,"Santa Cruz",,,"gold silver trade buy sell precious metals metal jewelry","Santa Cruz","Bronze","Jewelry","n","n",
,"green",36.9833,-122.0349,"Santa Cruz Community Counseling Center","831-469-1700","www.scccc.org","Santa Cruz Community Counseling Center (SCCCC) is a nonprofit agency serving over 6000 Santa Cruz County residents annually in 4 main service areas; children  youth  recovery and mental health services.","195 Harvey West Blvd","CA",95060,"Santa Cruz ",,"logo_SantaCruzCommunity.jpg",,"Santa Cruz","Bronze","Community & Social Services","y","n",
,"green",36.9697,-122.0238,"Santa Cruz Community Credit Union","(831) 460-2364","www.scccu.org","We're a not-for-profit financial cooperative in Santa Cruz and Watsonville. We are locally-owned by our members  and our financial products and services for both individuals and businesses are focused on building strong and vibrant communities.","324 Front St. ","CA",95060,"Santa Cruz",,"logo_SantaCruzCommunityCredit.png","local banking loans small business bank","Santa Cruz","Silver","Banks & Credit Unions","n","n",
,"orange",36.9746,-122.0312,"Santa Cruz Construction Guild","831-461-1836","www.SantaCruzConstructionGuild.com","Your local Santa Cruz referral network for all things construction and home improvement.","PO Box 2335","CA",95063,"Santa Cruz",,"logo_SantaCruzConstruction.JPG",,"Santa Cruz","Bronze","Contractors  Construction & Design","n","n",
,"green",36.9815,-122.0301,"Santa Cruz Core Fitness & Rehab","831-425-9500","www.santacruzcore.com","Integrative Fitness & Health Center with a truly comprehensive approach to treating the body. We help you reach your wellness goals whether you are an athlete  someone who wants to improve their fitness level  or someone recovering from an injury!","317 Portero ","CA",95060,"Santa Cruz","1st time clients receive $15 off Massage with a mention of this ad!  Check out all that Santa Cruz Core has to offer! Returning clients receive $5 off a new CORE t-shirt! -CORE Program Design- Personal Training- Group Fitness Classes- Boot Camp- CORE Nutrition- Physical Therapy- Yoga- Massage- Chiropractic- Acupuncture-","logo_SantaCruzCoreFitness.gif","health wellness fitness athlete injury rehab sports massage chiropractic physical therapy personal training acupuncture yoga pilates nutrition rehabilitation  core conditioning deep tissue prenatal thai lymphatic facial spa supplements herbs boot camp beach second harvest food bank weight loss gym studio exercise","Santa Cruz","Silver","Fitness","y","y",06/30/12 12:00 AM
,"green",36.9815,-121.9896,"Santa Cruz County Animal Services","831-454-7203","www.scanimalshelter.org","Provides animal rescue and care services for all Santa Cruz County municipalities except the City of Capitola.","2200 7th Ave.","CA",95062,"Santa Cruz",,"logo_SantaCruzCountyAnimal.jpg","animal rescue animal care","Live Oak","Bronze","Non-Profits","y","n",
,"green",36.9753,-122.0257,"Santa Cruz County Bank","(831) 457-5000","www.sccountybank.com","Santa Cruz County Bank is a locally-owned and headquartered commercial bank in Santa Cruz County. Our clients  employees  and friends live and work here and consider Santa Cruz County 'home.' ","720 Front St. ","CA",95060,"Santa Cruz",,"files/images/members/sccb logo.jpg",,"Santa Cruz","Bronze","Banks & Credit Unions","n","n",
